audiocs:0:audiocs:class	controller
unix:0:dev_info_node_cache:depot_alloc	0
unix:0:dev_info_node_cache:depot_contention	0
unix:0:dev_info_node_cache:depot_free	2
unix:0:dev_info_node_cache:empty_magazines	0
unix:0:dev_info_node_cache:free	134
unix:0:dev_info_node_cache:full_magazines	0
unix:0:dev_info_node_cache:hash_lookup_depth	0
unix:0:dev_info_node_cache:hash_rescale	0
unix:0:dev_info_node_cache:hash_size	0
unix:0:dev_info_node_cache:magazine_size	3
unix:0:dev_info_node_cache:slab_alloc	227
unix:0:dev_info_node_cache:slab_create	15
unix:0:dev_info_node_cache:slab_destroy	0
unix:0:dev_info_node_cache:slab_free	0
unix:0:dev_info_node_cache:slab_size	8192
unix:0:dev_info_node_cache:snaptime	8464512.5081962
unix:0:dev_info_node_cache:vmem_source	23
unix:0:directio_buf_cache:align	8
unix:0:directio_buf_cache:alloc	0
unix:0:directio_buf_cache:alloc_fail	0
unix:0:directio_buf_cache:buf_avail	0
unix:0:directio_buf_cache:buf_constructed	0
unix:0:directio_buf_cache:buf_inuse	0
unix:0:directio_buf_cache:buf_max	0
unix:0:directio_buf_cache:buf_size	272
unix:0:directio_buf_cache:buf_total	0
unix:0:directio_buf_cache:chunk_size	272
unix:0:directio_buf_cache:class	kmem_cache
unix:0:directio_buf_cache:crtime	69.2906706
unix:0:directio_buf_cache:depot_alloc	0
unix:0:directio_buf_cache:depot_contention	0
unix:0:directio_buf_cache:depot_free	0
unix:0:directio_buf_cache:empty_magazines	0
unix:0:directio_buf_cache:free	0
unix:0:directio_buf_cache:full_magazines	0
unix:0:directio_buf_cache:hash_lookup_depth	0
unix:0:directio_buf_cache:hash_rescale	0
unix:0:directio_buf_cache:hash_size	0
unix:0:directio_buf_cache:magazine_size	3
unix:0:directio_buf_cache:slab_alloc	0
unix:0:directio_buf_cache:slab_create	0
unix:0:directio_buf_cache:slab_destroy	0
unix:0:directio_buf_cache:slab_free	0
unix:0:directio_buf_cache:slab_size	8192
unix:0:directio_buf_cache:snaptime	8464512.5095944
unix:0:directio_buf_cache:vmem_source	23
unix:0:dld_ctl_1:align	1
unix:0:dld_ctl_1:alloc	0
unix:0:dld_ctl_1:alloc_fail	0
unix:0:dld_ctl_1:buf_avail	0
unix:0:dld_ctl_1:buf_constructed	0
unix:0:dld_ctl_1:buf_inuse	0
unix:0:dld_ctl_1:buf_max	0
unix:0:dld_ctl_1:buf_size	1
unix:0:dld_ctl_1:buf_total	0
unix:0:dld_ctl_1:chunk_size	1
unix:0:dld_ctl_1:class	kmem_cache
unix:0:dld_ctl_1:crtime	84.0831506
unix:0:dld_ctl_1:depot_alloc	0
unix:0:dld_ctl_1:depot_contention	0
unix:0:dld_ctl_1:depot_free	0
unix:0:dld_ctl_1:empty_magazines	0
unix:0:dld_ctl_1:free	0
unix:0:dld_ctl_1:full_magazines	0
unix:0:dld_ctl_1:hash_lookup_depth	0
unix:0:dld_ctl_1:hash_rescale	0
unix:0:dld_ctl_1:hash_size	64
unix:0:dld_ctl_1:magazine_size	15
unix:0:dld_ctl_1:slab_alloc	0
unix:0:dld_ctl_1:slab_create	0
unix:0:dld_ctl_1:slab_destroy	0
unix:0:dld_ctl_1:slab_free	0
unix:0:dld_ctl_1:slab_size	64
unix:0:dld_ctl_1:snaptime	8464512.5112114
unix:0:dld_ctl_1:vmem_source	52
unix:0:dld_str_cache:align	8
unix:0:dld_str_cache:alloc	1
unix:0:dld_str_cache:alloc_fail	0
unix:0:dld_str_cache:buf_avail	29
unix:0:dld_str_cache:buf_constructed	1
unix:0:dld_str_cache:buf_inuse	0
unix:0:dld_str_cache:buf_max	29
unix:0:dld_str_cache:buf_size	272
unix:0:dld_str_cache:buf_total	29
unix:0:dld_str_cache:chunk_size	272
unix:0:dld_str_cache:class	kmem_cache
unix:0:dld_str_cache:crtime	84.0832292
unix:0:dld_str_cache:depot_alloc	0
unix:0:dld_str_cache:depot_contention	0
unix:0:dld_str_cache:depot_free	1
unix:0:dld_str_cache:empty_magazines	0
unix:0:dld_str_cache:free	2
unix:0:dld_str_cache:full_magazines	0
unix:0:dld_str_cache:hash_lookup_depth	0
unix:0:dld_str_cache:hash_rescale	0
unix:0:dld_str_cache:hash_size	0
unix:0:dld_str_cache:magazine_size	3
unix:0:dld_str_cache:slab_alloc	1
unix:0:dld_str_cache:slab_create	1
unix:0:dld_str_cache:slab_destroy	0
unix:0:dld_str_cache:slab_free	0
unix:0:dld_str_cache:slab_size	8192
unix:0:dld_str_cache:snaptime	8464512.5126706
unix:0:dld_str_cache:vmem_source	23
unix:0:dls_cache:align	8
unix:0:dls_cache:alloc	0
unix:0:dls_cache:alloc_fail	0
unix:0:dls_cache:buf_avail	0
unix:0:dls_cache:buf_constructed	0
unix:0:dls_cache:buf_inuse	0
unix:0:dls_cache:buf_max	0
unix:0:dls_cache:buf_size	160
unix:0:dls_cache:buf_total	0
unix:0:dls_cache:chunk_size	160
unix:0:dls_cache:class	kmem_cache
unix:0:dls_cache:crtime	84.0829802
unix:0:dls_cache:depot_alloc	0
unix:0:dls_cache:depot_contention	0
unix:0:dls_cache:depot_free	0
unix:0:dls_cache:empty_magazines	0
unix:0:dls_cache:free	0
unix:0:dls_cache:full_magazines	0
unix:0:dls_cache:hash_lookup_depth	0
unix:0:dls_cache:hash_rescale	0
unix:0:dls_cache:hash_size	0
unix:0:dls_cache:magazine_size	7
unix:0:dls_cache:slab_alloc	0
unix:0:dls_cache:slab_create	0
unix:0:dls_cache:slab_destroy	0
unix:0:dls_cache:slab_free	0
unix:0:dls_cache:slab_size	8192
unix:0:dls_cache:snaptime	8464512.5140552
unix:0:dls_cache:vmem_source	23
unix:0:dls_link_cache:align	8
unix:0:dls_link_cache:alloc	0
unix:0:dls_link_cache:alloc_fail	0
unix:0:dls_link_cache:buf_avail	0
unix:0:dls_link_cache:buf_constructed	0
unix:0:dls_link_cache:buf_inuse	0
unix:0:dls_link_cache:buf_max	0
unix:0:dls_link_cache:buf_size	368
unix:0:dls_link_cache:buf_total	0
unix:0:dls_link_cache:chunk_size	368
unix:0:dls_link_cache:class	kmem_cache
unix:0:dls_link_cache:crtime	84.0830906
unix:0:dls_link_cache:depot_alloc	0
unix:0:dls_link_cache:depot_contention	0
unix:0:dls_link_cache:depot_free	0
unix:0:dls_link_cache:empty_magazines	0
unix:0:dls_link_cache:free	0
unix:0:dls_link_cache:full_magazines	0
unix:0:dls_link_cache:hash_lookup_depth	0
unix:0:dls_link_cache:hash_rescale	0
unix:0:dls_link_cache:hash_size	0
unix:0:dls_link_cache:magazine_size	3
unix:0:dls_link_cache:slab_alloc	0
unix:0:dls_link_cache:slab_create	0
unix:0:dls_link_cache:slab_destroy	0
unix:0:dls_link_cache:slab_free	0
unix:0:dls_link_cache:slab_size	8192
unix:0:dls_link_cache:snaptime	8464512.5154282
unix:0:dls_link_cache:vmem_source	23
unix:0:dls_vlan_cache:align	8
unix:0:dls_vlan_cache:alloc	0
unix:0:dls_vlan_cache:alloc_fail	0
unix:0:dls_vlan_cache:buf_avail	0
unix:0:dls_vlan_cache:buf_constructed	0
unix:0:dls_vlan_cache:buf_inuse	0
unix:0:dls_vlan_cache:buf_max	0
unix:0:dls_vlan_cache:buf_size	72
unix:0:dls_vlan_cache:buf_total	0
unix:0:dls_vlan_cache:chunk_size	72
unix:0:dls_vlan_cache:class	kmem_cache
unix:0:dls_vlan_cache:crtime	84.0830234
unix:0:dls_vlan_cache:depot_alloc	0
unix:0:dls_vlan_cache:depot_contention	0
unix:0:dls_vlan_cache:depot_free	0
unix:0:dls_vlan_cache:empty_magazines	0
unix:0:dls_vlan_cache:free	0
unix:0:dls_vlan_cache:full_magazines	0
unix:0:dls_vlan_cache:hash_lookup_depth	0
unix:0:dls_vlan_cache:hash_rescale	0
unix:0:dls_vlan_cache:hash_size	0
unix:0:dls_vlan_cache:magazine_size	7
unix:0:dls_vlan_cache:slab_alloc	0
unix:0:dls_vlan_cache:slab_create	0
unix:0:dls_vlan_cache:slab_destroy	0
unix:0:dls_vlan_cache:slab_free	0
unix:0:dls_vlan_cache:slab_size	8192
unix:0:dls_vlan_cache:snaptime	8464512.516869
unix:0:dls_vlan_cache:vmem_source	23
unix:0:dmu_buf_impl_t:align	8
unix:0:dmu_buf_impl_t:alloc	0
unix:0:dmu_buf_impl_t:alloc_fail	0
unix:0:dmu_buf_impl_t:buf_avail	0
unix:0:dmu_buf_impl_t:buf_constructed	0
unix:0:dmu_buf_impl_t:buf_inuse	0
unix:0:dmu_buf_impl_t:buf_max	0
unix:0:dmu_buf_impl_t:buf_size	192
unix:0:dmu_buf_impl_t:buf_total	0
unix:0:dmu_buf_impl_t:chunk_size	192
unix:0:dmu_buf_impl_t:class	kmem_cache
unix:0:dmu_buf_impl_t:crtime	97.1376814
unix:0:dmu_buf_impl_t:depot_alloc	0
unix:0:dmu_buf_impl_t:depot_contention	0
unix:0:dmu_buf_impl_t:depot_free	0
unix:0:dmu_buf_impl_t:empty_magazines	0
unix:0:dmu_buf_impl_t:free	0
unix:0:dmu_buf_impl_t:full_magazines	0
unix:0:dmu_buf_impl_t:hash_lookup_depth	0
unix:0:dmu_buf_impl_t:hash_rescale	0
unix:0:dmu_buf_impl_t:hash_size	0
unix:0:dmu_buf_impl_t:magazine_size	7
unix:0:dmu_buf_impl_t:slab_alloc	0
unix:0:dmu_buf_impl_t:slab_create	0
unix:0:dmu_buf_impl_t:slab_destroy	0
unix:0:dmu_buf_impl_t:slab_free	0
unix:0:dmu_buf_impl_t:slab_size	8192
unix:0:dmu_buf_impl_t:snaptime	8464512.518268
unix:0:dmu_buf_impl_t:vmem_source	23
unix:0:dnlc_space_cache:align	8
unix:0:dnlc_space_cache:alloc	102
unix:0:dnlc_space_cache:alloc_fail	0
unix:0:dnlc_space_cache:buf_avail	237
unix:0:dnlc_space_cache:buf_constructed	0
unix:0:dnlc_space_cache:buf_inuse	102
unix:0:dnlc_space_cache:buf_max	339
unix:0:dnlc_space_cache:buf_size	24
unix:0:dnlc_space_cache:buf_total	339
unix:0:dnlc_space_cache:chunk_size	24
unix:0:dnlc_space_cache:class	kmem_cache
unix:0:dnlc_space_cache:crtime	69.2818442
unix:0:dnlc_space_cache:depot_alloc	0
unix:0:dnlc_space_cache:depot_contention	0
unix:0:dnlc_space_cache:depot_free	0
unix:0:dnlc_space_cache:empty_magazines	0
unix:0:dnlc_space_cache:free	0
unix:0:dnlc_space_cache:full_magazines	0
unix:0:dnlc_space_cache:hash_lookup_depth	0
unix:0:dnlc_space_cache:hash_rescale	0
unix:0:dnlc_space_cache:hash_size	0
unix:0:dnlc_space_cache:magazine_size	15
unix:0:dnlc_space_cache:slab_alloc	102
unix:0:dnlc_space_cache:slab_create	1
unix:0:dnlc_space_cache:slab_destroy	0
unix:0:dnlc_space_cache:slab_free	0
unix:0:dnlc_space_cache:slab_size	8192
unix:0:dnlc_space_cache:snaptime	8464512.5196356
unix:0:dnlc_space_cache:vmem_source	23
unix:0:dnlcstats:class	misc
unix:0:dnlcstats:crtime	69.2818642
unix:0:dnlcstats:dir_add_abort	0
unix:0:dnlcstats:dir_add_max	0
unix:0:dnlcstats:dir_add_no_memory	0
unix:0:dnlcstats:dir_cached_current	8
unix:0:dnlcstats:dir_cached_total	8
unix:0:dnlcstats:dir_entries_cached_current	9312
unix:0:dnlcstats:dir_fini_purge	0
unix:0:dnlcstats:dir_hits	2458
unix:0:dnlcstats:dir_misses	36102
unix:0:dnlcstats:dir_reclaim_any	0
unix:0:dnlcstats:dir_reclaim_last	0
unix:0:dnlcstats:dir_remove_entry_fail	0
unix:0:dnlcstats:dir_remove_space_fail	0
unix:0:dnlcstats:dir_start_no_memory	0
unix:0:dnlcstats:dir_update_fail	0
unix:0:dnlcstats:double_enters	7413
unix:0:dnlcstats:enters	90768
unix:0:dnlcstats:hits	177790196
unix:0:dnlcstats:misses	54802
unix:0:dnlcstats:negative_cache_hits	885742
unix:0:dnlcstats:pick_free	0
unix:0:dnlcstats:pick_heuristic	0
unix:0:dnlcstats:pick_last	0
unix:0:dnlcstats:purge_all	1
unix:0:dnlcstats:purge_fs1	0
unix:0:dnlcstats:purge_total_entries	53188
unix:0:dnlcstats:purge_vfs	231
unix:0:dnlcstats:purge_vp	263
unix:0:dnlcstats:snaptime	8464512.5213346
unix:0:dnode_t:align	8
unix:0:dnode_t:alloc	0
unix:0:dnode_t:alloc_fail	0
unix:0:dnode_t:buf_avail	0
unix:0:dnode_t:buf_constructed	0
unix:0:dnode_t:buf_inuse	0
unix:0:dnode_t:buf_max	0
unix:0:dnode_t:buf_size	648
unix:0:dnode_t:buf_total	0
unix:0:dnode_t:chunk_size	648
unix:0:dnode_t:class	kmem_cache
unix:0:dnode_t:crtime	97.1377156
unix:0:dnode_t:depot_alloc	0
unix:0:dnode_t:depot_contention	0
unix:0:dnode_t:depot_free	0
unix:0:dnode_t:empty_magazines	0
unix:0:dnode_t:free	0
unix:0:dnode_t:full_magazines	0
unix:0:dnode_t:hash_lookup_depth	0
unix:0:dnode_t:hash_rescale	0
unix:0:dnode_t:hash_size	0
unix:0:dnode_t:magazine_size	3
unix:0:dnode_t:slab_alloc	0
unix:0:dnode_t:slab_create	0
unix:0:dnode_t:slab_destroy	0
unix:0:dnode_t:slab_free	0
unix:0:dnode_t:slab_size	8192
unix:0:dnode_t:snaptime	8464512.523153
unix:0:dnode_t:vmem_source	23
unix:0:dtrace_state_cache:align	64
unix:0:dtrace_state_cache:alloc	0
unix:0:dtrace_state_cache:alloc_fail	0
unix:0:dtrace_state_cache:buf_avail	0
unix:0:dtrace_state_cache:buf_constructed	0
unix:0:dtrace_state_cache:buf_inuse	0
unix:0:dtrace_state_cache:buf_max	0
unix:0:dtrace_state_cache:buf_size	2048
unix:0:dtrace_state_cache:buf_total	0
unix:0:dtrace_state_cache:chunk_size	2048
unix:0:dtrace_state_cache:class	kmem_cache
unix:0:dtrace_state_cache:crtime	113.9732348
unix:0:dtrace_state_cache:depot_alloc	0
unix:0:dtrace_state_cache:depot_contention	0
unix:0:dtrace_state_cache:depot_free	0
unix:0:dtrace_state_cache:empty_magazines	0
unix:0:dtrace_state_cache:free	0
unix:0:dtrace_state_cache:full_magazines	0
unix:0:dtrace_state_cache:hash_lookup_depth	0
unix:0:dtrace_state_cache:hash_rescale	0
unix:0:dtrace_state_cache:hash_size	64
unix:0:dtrace_state_cache:magazine_size	3
unix:0:dtrace_state_cache:slab_alloc	0
unix:0:dtrace_state_cache:slab_create	0
unix:0:dtrace_state_cache:slab_destroy	0
unix:0:dtrace_state_cache:slab_free	0
unix:0:dtrace_state_cache:slab_size	8192
unix:0:dtrace_state_cache:snaptime	8464512.5245528
unix:0:dtrace_state_cache:vmem_source	23
unix:0:dv_node_cache:align	8
unix:0:dv_node_cache:alloc	284
unix:0:dv_node_cache:alloc_fail	0
unix:0:dv_node_cache:buf_avail	24
unix:0:dv_node_cache:buf_constructed	0
unix:0:dv_node_cache:buf_inuse	244
unix:0:dv_node_cache:buf_max	268
unix:0:dv_node_cache:buf_size	120
unix:0:dv_node_cache:buf_total	268
unix:0:dv_node_cache:chunk_size	120
unix:0:dv_node_cache:class	kmem_cache
unix:0:dv_node_cache:crtime	82.4584338
unix:0:dv_node_cache:depot_alloc	4
unix:0:dv_node_cache:depot_contention	0
unix:0:dv_node_cache:depot_free	6
unix:0:dv_node_cache:empty_magazines	2
unix:0:dv_node_cache:free	42
unix:0:dv_node_cache:full_magazines	0
unix:0:dv_node_cache:hash_lookup_depth	0
unix:0:dv_node_cache:hash_rescale	0
unix:0:dv_node_cache:hash_size	0
unix:0:dv_node_cache:magazine_size	7
unix:0:dv_node_cache:slab_alloc	244
unix:0:dv_node_cache:slab_create	4
unix:0:dv_node_cache:slab_destroy	0
unix:0:dv_node_cache:slab_free	0
unix:0:dv_node_cache:slab_size	8192
unix:0:dv_node_cache:snaptime	8464512.52593
unix:0:dv_node_cache:vmem_source	23
unix:0:ebus_nexus_enum_tq:class	taskq
unix:0:ebus_nexus_enum_tq:crtime	69.294988
unix:0:ebus_nexus_enum_tq:executed	0
unix:0:ebus_nexus_enum_tq:maxtasks	0
unix:0:ebus_nexus_enum_tq:nactive	1
unix:0:ebus_nexus_enum_tq:nalloc	0
unix:0:ebus_nexus_enum_tq:priority	60
unix:0:ebus_nexus_enum_tq:snaptime	8464512.5273912
unix:0:ebus_nexus_enum_tq:tasks	0
unix:0:ebus_nexus_enum_tq:threads	1
unix:0:ebus_nexus_enum_tq:totaltime	0
unix:0:exacct_object_cache:align	8
unix:0:exacct_object_cache:alloc	0
unix:0:exacct_object_cache:alloc_fail	0
unix:0:exacct_object_cache:buf_avail	0
unix:0:exacct_object_cache:buf_constructed	0
unix:0:exacct_object_cache:buf_inuse	0
unix:0:exacct_object_cache:buf_max	0
unix:0:exacct_object_cache:buf_size	40
unix:0:exacct_object_cache:buf_total	0
unix:0:exacct_object_cache:chunk_size	40
unix:0:exacct_object_cache:class	kmem_cache
unix:0:exacct_object_cache:crtime	85.1890728
unix:0:exacct_object_cache:depot_alloc	0
unix:0:exacct_object_cache:depot_contention	0
unix:0:exacct_object_cache:depot_free	0
unix:0:exacct_object_cache:empty_magazines	0
unix:0:exacct_object_cache:free	0
unix:0:exacct_object_cache:full_magazines	0
unix:0:exacct_object_cache:hash_lookup_depth	0
unix:0:exacct_object_cache:hash_rescale	0
unix:0:exacct_object_cache:hash_size	0
unix:0:exacct_object_cache:magazine_size	15
unix:0:exacct_object_cache:slab_alloc	0
unix:0:exacct_object_cache:slab_create	0
unix:0:exacct_object_cache:slab_destroy	0
unix:0:exacct_object_cache:slab_free	0
unix:0:exacct_object_cache:slab_size	8192
unix:0:exacct_object_cache:snaptime	8464512.528001
unix:0:exacct_object_cache:vmem_source	23
unix:0:fcp1_cache:align	8
unix:0:fcp1_cache:alloc	189700
unix:0:fcp1_cache:alloc_fail	0
unix:0:fcp1_cache:buf_avail	26
unix:0:fcp1_cache:buf_constructed	26
unix:0:fcp1_cache:buf_inuse	2
unix:0:fcp1_cache:buf_max	28
unix:0:fcp1_cache:buf_size	1168
unix:0:fcp1_cache:buf_total	28
unix:0:fcp1_cache:chunk_size	1168
unix:0:fcp1_cache:class	kmem_cache
unix:0:fcp1_cache:crtime	77.2902224
unix:0:fcp1_cache:depot_alloc	36576
unix:0:fcp1_cache:depot_contention	0
unix:0:fcp1_cache:depot_free	36587
unix:0:fcp1_cache:empty_magazines	0
unix:0:fcp1_cache:free	189709
unix:0:fcp1_cache:full_magazines	7
unix:0:fcp1_cache:hash_lookup_depth	0
unix:0:fcp1_cache:hash_rescale	0
unix:0:fcp1_cache:hash_size	64
unix:0:fcp1_cache:magazine_size	3
unix:0:fcp1_cache:slab_alloc	28
unix:0:fcp1_cache:slab_create	4
unix:0:fcp1_cache:slab_destroy	0
unix:0:fcp1_cache:slab_free	0
unix:0:fcp1_cache:slab_size	8192
unix:0:fcp1_cache:snaptime	8464512.5293798
unix:0:fcp1_cache:vmem_source	23
unix:0:fctl_cache:align	8
unix:0:fctl_cache:alloc	4
unix:0:fctl_cache:alloc_fail	0
unix:0:fctl_cache:buf_avail	72
unix:0:fctl_cache:buf_constructed	2
unix:0:fctl_cache:buf_inuse	0
unix:0:fctl_cache:buf_max	72
unix:0:fctl_cache:buf_size	112
unix:0:fctl_cache:buf_total	72
unix:0:fctl_cache:chunk_size	112
unix:0:fctl_cache:class	kmem_cache
unix:0:fctl_cache:crtime	69.2996564
unix:0:fctl_cache:depot_alloc	0
unix:0:fctl_cache:depot_contention	0
unix:0:fctl_cache:depot_free	2
unix:0:fctl_cache:empty_magazines	0
unix:0:fctl_cache:free	6
unix:0:fctl_cache:full_magazines	0
unix:0:fctl_cache:hash_lookup_depth	0
unix:0:fctl_cache:hash_rescale	0
unix:0:fctl_cache:hash_size	0
unix:0:fctl_cache:magazine_size	7
unix:0:fctl_cache:slab_alloc	2
unix:0:fctl_cache:slab_create	1
unix:0:fctl_cache:slab_destroy	0
unix:0:fctl_cache:slab_free	0
unix:0:fctl_cache:slab_size	8192
unix:0:fctl_cache:snaptime	8464512.531
unix:0:fctl_cache:vmem_source	23
unix:0:fdb_cache:align	8
unix:0:fdb_cache:alloc	0
unix:0:fdb_cache:alloc_fail	0
unix:0:fdb_cache:buf_avail	0
unix:0:fdb_cache:buf_constructed	0
unix:0:fdb_cache:buf_inuse	0
unix:0:fdb_cache:buf_max	0
unix:0:fdb_cache:buf_size	104
unix:0:fdb_cache:buf_total	0
unix:0:fdb_cache:chunk_size	104
unix:0:fdb_cache:class	kmem_cache
unix:0:fdb_cache:crtime	69.2857228
unix:0:fdb_cache:depot_alloc	0
unix:0:fdb_cache:depot_contention	0
unix:0:fdb_cache:depot_free	0
unix:0:fdb_cache:empty_magazines	0
unix:0:fdb_cache:free	0
unix:0:fdb_cache:full_magazines	0
unix:0:fdb_cache:hash_lookup_depth	0
unix:0:fdb_cache:hash_rescale	0
unix:0:fdb_cache:hash_size	0
unix:0:fdb_cache:magazine_size	7
unix:0:fdb_cache:slab_alloc	0
unix:0:fdb_cache:slab_create	0
unix:0:fdb_cache:slab_destroy	0
unix:0:fdb_cache:slab_free	0
unix:0:fdb_cache:slab_size	8192
unix:0:fdb_cache:snaptime	8464512.532492
unix:0:fdb_cache:vmem_source	23
unix:0:file_cache:align	8
unix:0:file_cache:alloc	5083523
unix:0:file_cache:alloc_fail	0
unix:0:file_cache:buf_avail	194
unix:0:file_cache:buf_constructed	109
unix:0:file_cache:buf_inuse	386
unix:0:file_cache:buf_max	580
unix:0:file_cache:buf_size	56
unix:0:file_cache:buf_total	580
unix:0:file_cache:chunk_size	56
unix:0:file_cache:class	kmem_cache
unix:0:file_cache:crtime	69.282172
unix:0:file_cache:depot_alloc	1356
unix:0:file_cache:depot_contention	0
unix:0:file_cache:depot_free	1365
unix:0:file_cache:empty_magazines	2
unix:0:file_cache:free	5083146
unix:0:file_cache:full_magazines	5
unix:0:file_cache:hash_lookup_depth	0
unix:0:file_cache:hash_rescale	0
unix:0:file_cache:hash_size	0
unix:0:file_cache:magazine_size	15
unix:0:file_cache:slab_alloc	495
unix:0:file_cache:slab_create	4
unix:0:file_cache:slab_destroy	0
unix:0:file_cache:slab_free	0
unix:0:file_cache:slab_size	8192
unix:0:file_cache:snaptime	8464512.5338822
unix:0:file_cache:vmem_source	23
unix:0:flk_edges:align	8
unix:0:flk_edges:alloc	0
unix:0:flk_edges:alloc_fail	0
unix:0:flk_edges:buf_avail	0
unix:0:flk_edges:buf_constructed	0
unix:0:flk_edges:buf_inuse	0
unix:0:flk_edges:buf_max	0
unix:0:flk_edges:buf_size	48
unix:0:flk_edges:buf_total	0
unix:0:flk_edges:chunk_size	48
unix:0:flk_edges:class	kmem_cache
unix:0:flk_edges:crtime	69.285683
unix:0:flk_edges:depot_alloc	0
unix:0:flk_edges:depot_contention	0
unix:0:flk_edges:depot_free	0
unix:0:flk_edges:empty_magazines	0
unix:0:flk_edges:free	0
unix:0:flk_edges:full_magazines	0
unix:0:flk_edges:hash_lookup_depth	0
unix:0:flk_edges:hash_rescale	0
unix:0:flk_edges:hash_size	0
unix:0:flk_edges:magazine_size	15
unix:0:flk_edges:slab_alloc	0
unix:0:flk_edges:slab_create	0
unix:0:flk_edges:slab_destroy	0
unix:0:flk_edges:slab_free	0
unix:0:flk_edges:slab_size	8192
unix:0:flk_edges:snaptime	8464512.535359
unix:0:flk_edges:vmem_source	23
unix:0:flushmeter:class	hat
unix:0:flushmeter:crtime	65.902658
unix:0:flushmeter:f_ctx	0
unix:0:flushmeter:f_page	0
unix:0:flushmeter:f_partial	0
unix:0:flushmeter:f_region	0
unix:0:flushmeter:f_segment	0
unix:0:flushmeter:f_usr	0
unix:0:flushmeter:snaptime	8464512.5367354
unix:0:fm:class	misc
unix:0:fm:crtime	66.6665582
unix:0:fm:erpt-dropped	0
unix:0:fm:erpt-set-failed	0
unix:0:fm:fmri-set-failed	0
unix:0:fm:payload-set-failed	0
unix:0:fm:snaptime	8464512.5372422
unix:0:fm_ereport_queue:cancelled	0
unix:0:fm_ereport_queue:class	errorq
unix:0:fm_ereport_queue:commit_fail	0
unix:0:fm_ereport_queue:committed	0
unix:0:fm_ereport_queue:crtime	66.6586094
unix:0:fm_ereport_queue:dispatched	0
unix:0:fm_ereport_queue:dropped	0
unix:0:fm_ereport_queue:logged	0
unix:0:fm_ereport_queue:reserve_fail	0
unix:0:fm_ereport_queue:reserved	0
unix:0:fm_ereport_queue:snaptime	8464512.5376588
unix:0:fnode_cache:align	32
unix:0:fnode_cache:alloc	341
unix:0:fnode_cache:alloc_fail	0
unix:0:fnode_cache:buf_avail	35
unix:0:fnode_cache:buf_constructed	3
unix:0:fnode_cache:buf_inuse	7
unix:0:fnode_cache:buf_max	42
unix:0:fnode_cache:buf_size	176
unix:0:fnode_cache:buf_total	42
unix:0:fnode_cache:chunk_size	192
unix:0:fnode_cache:class	kmem_cache
unix:0:fnode_cache:crtime	87.8316598
unix:0:fnode_cache:depot_alloc	0
unix:0:fnode_cache:depot_contention	0
unix:0:fnode_cache:depot_free	2
unix:0:fnode_cache:empty_magazines	0
unix:0:fnode_cache:free	336
unix:0:fnode_cache:full_magazines	0
unix:0:fnode_cache:hash_lookup_depth	0
unix:0:fnode_cache:hash_rescale	0
unix:0:fnode_cache:hash_size	0
unix:0:fnode_cache:magazine_size	7
unix:0:fnode_cache:slab_alloc	10
unix:0:fnode_cache:slab_create	1
unix:0:fnode_cache:slab_destroy	0
unix:0:fnode_cache:slab_free	0
unix:0:fnode_cache:slab_size	8192
unix:0:fnode_cache:snaptime	8464512.5382528
unix:0:fnode_cache:vmem_source	23
unix:0:fp1_cache:align	8
unix:0:fp1_cache:alloc	6
unix:0:fp1_cache:alloc_fail	0
unix:0:fp1_cache:buf_avail	10
unix:0:fp1_cache:buf_constructed	2
unix:0:fp1_cache:buf_inuse	1
unix:0:fp1_cache:buf_max	11
unix:0:fp1_cache:buf_size	728
unix:0:fp1_cache:buf_total	11
unix:0:fp1_cache:chunk_size	728
unix:0:fp1_cache:class	kmem_cache
unix:0:fp1_cache:crtime	77.2667234
unix:0:fp1_cache:depot_alloc	0
unix:0:fp1_cache:depot_contention	0
unix:0:fp1_cache:depot_free	1
unix:0:fp1_cache:empty_magazines	0
unix:0:fp1_cache:free	6
unix:0:fp1_cache:full_magazines	0
unix:0:fp1_cache:hash_lookup_depth	0
unix:0:fp1_cache:hash_rescale	0
unix:0:fp1_cache:hash_size	0
unix:0:fp1_cache:magazine_size	3
unix:0:fp1_cache:slab_alloc	3
unix:0:fp1_cache:slab_create	1
unix:0:fp1_cache:slab_destroy	0
unix:0:fp1_cache:slab_free	0
unix:0:fp1_cache:slab_size	8192
unix:0:fp1_cache:snaptime	8464512.5397306
unix:0:fp1_cache:vmem_source	23
unix:0:fpu_info:class	misc
unix:0:fpu_info:crtime	69.2662772
unix:0:fpu_info:fpu_sim_fabsd	0
unix:0:fpu_info:fpu_sim_fabsq	0
unix:0:fpu_info:fpu_sim_fabss	0
unix:0:fpu_info:fpu_sim_faddd	0
unix:0:fpu_info:fpu_sim_faddq	0
unix:0:fpu_info:fpu_sim_fadds	2903
unix:0:fpu_info:fpu_sim_fcmpd	0
unix:0:fpu_info:fpu_sim_fcmped	0
unix:0:fpu_info:fpu_sim_fcmpeq	0
unix:0:fpu_info:fpu_sim_fcmpes	0
unix:0:fpu_info:fpu_sim_fcmpq	0
unix:0:fpu_info:fpu_sim_fcmps	0
unix:0:fpu_info:fpu_sim_fdivd	0
unix:0:fpu_info:fpu_sim_fdivq	0
unix:0:fpu_info:fpu_sim_fdivs	2903
unix:0:fpu_info:fpu_sim_fdmulx	0
